Designação;Evento;Data Recebimento;Data Execução;Banda;Número OS;Ocorrência;Observação
TOL3000003;pend. comercial;22/08/2016;00/00/0000;0;0119/2016/DC/4600;14044;"19/09/2016 - Aguardando OS definitiva para definição do acesso, contrato de rádio venceu.
12/09/2016 - Aguardando comercial sinalizar prosseguimento da implantação
22/08/2016 - Aguardando comercial sinalizar prosseguimento da implantação"
TOL3000003;pend. comercial;22/03/2016;05/04/2016;0;;;"05/04/2016 - Recebida OS da Comercial com os contatos técnicos do cliente para poder marcar as vistorias.

04/04/2016 - Devolvida OS ao comercial - Pendente contatos do cliente desde janeiro de 2016 para iniciarmos as vistorias.
29/03/2016 - Devolvida OS ao comercial - Pendente contatos do cliente desde janeiro de 2016 para iniciarmos as vistorias.
22/03/2016 - Devolvida OS ao comercial - Pendente contatos do cliente desde janeiro de 2016 para iniciarmos as vistorias."
TOL3000003;pend. cliente;21/01/2016;15/03/2016;0;;;"15/03/2016 - Devolvida OS ao comercial - Pendente contatos do cliente desde janeiro de 2016 para iniciarmos as vistorias.
10/03/2016 - Devolvida OS ao comercial - Pendente contatos do cliente desde janeiro de 2016 para iniciarmos as vistorias.
25/01 - Aguardando contatos locais para agendamento das vistorias
21/01 - Em revisão de OS, aguardando contatos para agendamento das vistorias."
TOL3000003;pend. implantação;13/01/2016;21/01/2016;0;0119/2016/DC/4600;14044;13/01 - Encaminhadas VTA e OS de oportunidade para a Engenharia.
TOL3000003;pend. implantação;05/04/2016;22/08/2016;0;;;"15/08/2016 - Em revisão o projeto de rádio, previsão até 19/08 pelo Bruno.
25/07/2016 - Em revisão o projeto de rádio, previsão até 27/07 pelo Bruno.
18/07/2016 - Em viabilidade de atendimento via rádio Telebras.
12/07/2016 - Em viabilidade de atendimento via rádio Telebras.
05/07/2016 - Em viabilidade de atendimento via rádio Telebras.
27/06/2016 - Em viabilidade de atendimento via rádio Telebras.
20/06/2016 - Em viabilidade de atendimento por link Telebras via Rádio, previsto para até 21/06.
30/05/2016 - Pendência comercial, aguardando OS definitiva para contratação de EILD
23/05/2016 - Em viabilidade para atendimento por EILD / atendimento de rádio Telebras
16/05/2016 - Em viabilidade para atendimento por EILD / atendimento de rádio Telebras
09/05/2016 - Em viabilidade para atendimento por EILD / atendimento de rádio Telebras
02/05/2016 - Em viabilidade para atendimento por EILD / atendimento de rádio Telebras
25/04/2016 - Em viabilidade para atendimento por EILD / atendimento de rádio Telebras
18/04/2016 - Em viabilidade para atendimento por EILD / atendimento de rádio Telebras
11/04/2016 - Em agendamento de vistoria com o cliente.
05/04/2016 - Recebida OS da Comercial com os contatos técnicos do cliente para poder marcar as vistorias."
TOL3000004;pend. comercial;22/08/2016;00/00/0000;0;0120/2016/DC/4600;14045;"19/09/2016 - Aguardando OS definitiva para definição do acesso, contrato de rádio venceu.
12/09/2016 - Aguardando comercial sinalizar prosseguimento da implantação
22/08/2016 - Aguardando comercial sinalizar prosseguimento da implantação."
TOL3000004;pend. comercial;21/01/2016;05/04/2016;0;;;"05/04/2016 - Recebida OS da Comercial com os contatos técnicos do cliente para poder marcar as vistorias.

04/04/2016 - Devolvida OS ao comercial - Pendente contatos do cliente desde janeiro de 2016 para iniciarmos as vistorias.
29/03/2016 - Devolvida OS ao comercial - Pendente contatos do cliente desde janeiro de 2016 para iniciarmos as vistorias.
22/03/2016 - Devolvida OS ao comercial - Pendente contatos do cliente desde janeiro de 2016 para iniciarmos as vistorias.
15/03/2016 - Devolvida OS ao comercial - Pendente contatos do cliente desde janeiro de 2016 para iniciarmos as vistorias.
10/03/2016 - Devolvida OS ao comercial - Pendente contatos do cliente desde janeiro de 2016 para iniciarmos as vistorias.
01/03/2016 - Aguardando contatos locais para agendamento das vistorias
25/01/2016 - Aguardando contatos locais para agendamento das vistorias
21/01/2016 - Em revisão de OS, aguardando contatos para agendamento das vistorias."
TOL3000004;pend. implantação;11/01/2016;21/01/2016;0;0120/2016/DC/4600;14045;13/01 - Encaminhadas VTA e OS de oportunidade para a Engenharia.
TOL3000004;pend. implantação;05/04/2016;22/08/2016;0;0120/2016/DC/4600;14045;"15/08/2016 - Em revisão o projeto de rádio, previsão até 19/08 pelo Bruno.
25/07/2016 - Em revisão o projeto de rádio, previsão até 27/07 pelo Bruno.
18/07/2016 - Em viabilidade de atendimento via rádio Telebras.
12/07/2016 - Em viabilidade de atendimento via rádio Telebras.
05/07/2016 - Em viabilidade de atendimento via rádio Telebras.
27/06/2016 - Em viabilidade de atendimento via rádio Telebras.
20/06/2016 - Em viabilidade de atendimento por link Telebras via Rádio, previsto para até 21/06.
30/05/2016 - Pendência comercial, aguardando OS definitiva para contratação de EILD
23/05/2016 - Em viabilidade para atendimento por EILD / atendimento de rádio Telebras
16/05/2016 - Em viabilidade para atendimento por EILD / atendimento de rádio Telebras
09/05/2016 - Em viabilidade para atendimento por EILD / atendimento de rádio Telebras
02/05/2016 - Em viabilidade para atendimento por EILD / atendimento de rádio Telebras
25/04/2016 - Em viabilidade para atendimento por EILD / atendimento de rádio Telebras
18/04/2016 - Em viabilidade para atendimento por EILD / atendimento de rádio Telebras
11/04/2016 - Em agendamento de vistoria com o cliente.
05/04/2016 - Recebida OS da Comercial com os contatos técnicos do cliente para poder marcar as vistorias."
DFAC000022;mudança de configuração;24/03/2016;00/00/0000;100;0183/2016/DC/4600;16110;"08/06/2016 - Aguardando Engenharia/Implantação
24/03/2016 - Mudança de POP"
DFAC000022;mudança de configuração;31/03/2016;18/04/2016;100;RDM - 9086;16294;31/03/2016 - Pedido de mudança de bloco IP
DFAC000022;mudança de configuração;20/04/2016;22/04/2016;100;0295/2016/DC/4600;16970;"22/04/16 - Inclusão do bloco IPV6 realizada com sucesso
20/04/2016 - Inclusão de bloco IPV6"
DFAC000022;em ativação;30/04/2014;23/05/2014;0;;;
DFAC000022;ativado;23/05/2014;26/05/2014;100;01001/2014/DC/4600;;
DFAC000022;pend. implantação;30/04/2014;30/04/2014;0;;;
SPAC000001;desativado;01/02/2016;01/02/2016;0;082/2016/DC/4600;;01/02 - Recebido OS de desativação do circuito eventual.  Enviado para Engenharia de Dados a/c Marcus Yuri para desconfigurar o circuito
SPAC000001;pend. implantação;22/01/2016;25/01/2016;0;066/2016/DC/4600;14367;"25/01 - Enviado OS e VT para Engenharia de Acesso e Backbone

Solicitado um único circuito de 20 GBPS, com dupla abordagem.

Dupla abordagem de fibra óptica
Redundância de transceivers (XFPs)
Agregação da transmissão em LACP, 4x10GBPS.

Para o endereçamento IP, o tamanho do bloco é /19 (8192 IPs), e a justificativa  o cliente Usará mais de 8000 endereços *SIMULTANEAMENTE*

O cliente solicita endereço IPv6, com tamanho mínimo /48."
SPAC000001;ativado;25/01/2016;25/01/2016;20000;;;25/01 - Ativado no final da noite pela Operação e Engenharia. Evento começa hoje
SPAC000002;pend. implantação;22/01/2016;00/00/0000;0;067/2016/DC/4600;14368;25/01 - Enviado OS e VT para Engenharia de Acesso e Backbone
SPAC000002;cancelado;25/01/2016;25/01/2016;0;;14368;Cancelado, emitido indevidamente.
CEAC000004;pend. implantação;10/01/2014;10/01/2014;0;;;
CEAC000004;pend. implantação;10/01/2014;19/03/2014;0;;;
CEAC000004;ativado;19/03/2014;28/03/2014;20;843/2014/4500/4600;; 
DFAC000002;bloqueado;15/09/2011;10/01/2012;0;;;
DFAC000002;ativado;00/00/0000;15/09/2011;50;;;OS - 00240-G1-09/2011
DFAC000002;cancelado;10/01/2012;21/12/2012;0;;;
DFAC000002;desativado;21/12/2012;21/12/2012;0;;13100;Circuito desativado. Sem documentação no Databook
PATX000008;pend. implantação;14/11/2014;14/11/2014;0;;;
PATX000008;ativado;28/11/2014;28/11/2014;10000;01388/2014/DC/4600;4813;28/11 - Aceite dado pelo Felipe da TIM. Email no Databook
PATX000009;pend. implantação;14/11/2014;14/11/2014;0;;;
PATX000009;ativado;14/11/2014;28/11/2014;10000;01389/2014/DC/4600;;Aceite dado pelo Raulysson
PATX000010;em teste;28/11/2014;12/12/2014;0;;;
PATX000010;pend. implantação;14/11/2014;14/11/2014;0;;;
PATX000010;ativado;12/12/2014;17/12/2014;10000;01390/2014/DC/4600;;Aceite dado pelo Felipe Braz da TIM
PATX000010;pend. cliente;14/11/2014;28/11/2014;0;;;
PATX000011;em teste;28/11/2014;12/12/2014;0;;;
PATX000011;pend. implantação;14/11/2014;14/11/2014;0;;;
PATX000011;ativado;12/12/2014;16/12/2014;1000;01391/2014/DC/4600;;Aceite dado pelo Felipe Braz da TIM
PATX000011;pend. cliente;14/11/2014;28/11/2014;0;;;
PATX000012;pend. implantação;14/11/2014;14/11/2014;0;;;
PATX000012;ativado;14/11/2014;17/12/2014;10000;01392/2014/DC/4600;;"Ativação Comercial porque TIM está sem FO em FLA.

Em 27/02/2015 TIM alinhou o canal. Histórico de emails no databook"
MTBL000003;pend. implantação;02/07/2015;03/07/2015;0;01758/2015/DC/4600;9556;"02/07 - Enviada OS e VTA para Engenharia. 
02/07 - Solicitado a Liberação do AS 
02/07 - Recebido OS e VTA."
MTBL000003;pend. cliente;22/07/2015;04/08/2015;0;;;"28/07 - Aguardando PROA cliente (definição do comprimento da rede de FO cliente).
22/07 - Aguardando relatório de OTDR Cliente."
MTBL000003;pend. implantação;04/08/2015;07/08/2015;0;01758/2015/DC/4600;9556;"07/08 - Handover para a operação e agendada a tivação.
04/08 - Em agendamento com técnico PSG para informar ao cliente data da fusão."
MTBL000003;pend. cliente;03/07/2015;14/07/2015;0;;;03/07 - Aguardando projeto de abordagem cliente.
MTBL000003;upgrade;17/06/2016;17/06/2016;250;0545/2016/DC/4600;19868;17/06/2016 - Pedido de Upgrade de 100Mbps para 250Mbps
MTBL000003;em ativação;07/08/2015;17/08/2015;0;01758/2015/DC/4600;9556;"17/08 - ativação concluída.
13/08 - Realizado handover para ativação.
10/08 - Agendado para 13/08 o cliente vai fazer as fusões e em seguida vamos ativar.
07/08 - Ativação agendada para 13/08 - 17:00 hs."
MTBL000003;ativado;17/08/2015;17/08/2015;100;01758/2015/DC/4600;9556;17/08 - Cliente ativado somente no PW secundário. Avisar o NOC quando o primário estiver pronto para ativar.
MTBL000003;pend. implantação;14/07/2015;21/07/2015;0;;;"21/07 - Aguardando PROA cliente (definição do comprimento da rede de FO cliente)
14/07 - Em definição da caixa de emenda óptica para abordagem do cliente, cliente propôs em buscar link na EO que fica a 4 km da estação de Telebras."
PRL2000014;ativado;08/01/2016;08/01/2016;1000;01966/2015/DC/4600;12488;08/01 - Cliente ativado.
PRL2000014;em ativação;30/12/2015;08/01/2016;0;01966/2015/DC/4600;12488;30/12 - Cliente em ativação.
PRL2000014;mudança de configuração;07/01/2016;08/01/2016;1000;email;13885;"08/01 - Esperando ser realizado jumper pela Eletrosul, para posteriormente ser configurado  circuito por uma nova rota

Mudança de configuração para redução de latência"
PRL2000014;pend. implantação;05/11/2015;16/12/2015;0;01966/2015/DC/4600;12488;05/11 - Encaminhada oS e VTA para Engenharia.
PRL2000014;pend. cliente;16/12/2015;30/12/2015;0;01966/2015/DC/4600;12488;"30/12 - Cliente em ativação
18/12 - Aguardando cliente realizar cross connection
17/12 - Realizado fusões pelo cliente
16/12 - Aguardando cliente realizar fusões de FO. Agendado para 17/12."
RSL2000007;cancelado;08/06/2016;01/08/2016;0;01898/2015/DC/4600;19364;"01/08/2016 - Encerrado o processo de cancelamento.
08/06/2016 - Recebida OS de cancelamento de ativação"
RSL2000007;pend. cliente;20/10/2015;07/06/2016;0;01898/2015/DC/4600;11412;"30/05/2016 - Pendência cliente, aguardando cliente substituir GBIC (SFP)
24/05/2016 - Pendência cliente, aguardando cliente substituir GBIC (SFP)
11/05/2016 - Pendência cliente, aguardando cliente substituir GBIC (SFP)
03/05/2016 - Pendência cliente, aguardando cliente substituir GBIC (SFP)
26/04/2016 - Pendência cliente, aguardando cliente substituir GBIC (SFP)
19/04/2016 - Pendência cliente, aguardando cliente substituir GBIC (SFP)
12/04/2016 - Pendência cliente, aguardando cliente substituir GBIC (SFP)
05/04/2016 - Pendência cliente, aguardando cliente substituir GBIC (SFP)
29/03/2016 - Pendência cliente, aguardando cliente substituir GBIC (SFP)
21/03/2016 - Pendência cliente, aguardando cliente substituir GBIC (SFP)
14/03/2016 - Pendência cliente, aguardando cliente substituir GBIC (SFP)
07/03/2016 - Pendência cliente, aguardando cliente substituir GBIC (SFP)
14/12 - Pendência cliente, aguardando cliente substituir GBIC (SFP)
07/12 - Pendência cliente, aguardando cliente substituir GBIC (SFP)
16/11 - Pendência cliente, aguardando cliente substituir GBIC (SFP).
20/10 -  Problemas no gbic, cliente pede mais 30 dias para processo de aquisição."
RSL2000007;pend. comercial;07/06/2016;08/06/2016;0;01898/2015/DC/4600;11412;"08/06/2016 - Recebida OS de cancelamento de ativação
07/06/2016 - Aguardando OS de cancelamento."
RSL2000007;pend. implantação;22/09/2015;09/10/2015;0;01898/2015/DC/4600;11412;"09/10 - Handover para operação.
07/10 - Liberado cliente realizar fusões de FO na caixa de emenda óptica. 
22/09 - Encaminhada OS e VTA para Engenharia."
RSL2000007;em ativação;09/10/2015;20/10/2015;0;01898/2015/DC/4600;11412;"20/10 - Pendência Cliente - problemas na Gbic.
13/10 - Configuração do circuito"
RSL2000008;pend. comercial;16/11/2015;08/06/2016;0;;;"08/06/2016 - Recebida OS de Cancelamento de Ativação do circuito

07/06/2016 - OS devolvida para o comercial, sem ação pela eng. de acesso. Necessário OS de CANCELAMENTO.
30/05/2016 - OS devolvida para o comercial, sem ação pela eng. de acesso. Necessário OS de CANCELAMENTO.
24/05/2016 - OS devolvida para o comercial, sem ação pela eng. de acesso. Necessário OS de CANCELAMENTO.
17/05/2016 - OS devolvida para o comercial, sem ação pela eng. de acesso. Necessário OS de CANCELAMENTO.
11/05/2016 - OS devolvida para o comercial, sem ação pela eng. de acesso. Necessário OS de CANCELAMENTO.
03/05/2016 - OS devolvida para o comercial, sem ação pela eng. de acesso. 
26/04/2016 - OS devolvida para o comercial, sem ação pela eng. de acesso. 
19/04/2016 - OS devolvida para o comercial, sem ação pela eng. de acesso. 
12/04/2016 - OS devolvida para o comercial, sem ação pela eng. de acesso. 
01/03/2016 - OS devolvida para o comercial, sem ação pela eng. de acesso.
02/02/2016 - OS devolvida para o comercial, sem ação pela eng. de acesso.
16/11 - OS devolvida para o comercial, sem ação pela eng. de acesso."
RSL2000008;cancelado;08/06/2016;08/06/2016;0;0476/2016/DC/4600;11678;08/06/2016 - Recebida OS de Cancelamento de Ativação do circuito
RSL2000008;pend. implantação;30/10/2015;16/10/2015;0;01919/2015/DC/4600;11678;"09/10 - Chegando informações com Eletrossul, jumper será executado pela Eletrossul.
01/10 - Encaminhado OS e VTA para Engenharia."
RSL2000009;pend. cliente;16/11/2015;07/12/2015;0;;;16/11 - Aguardando cliente enviar projeto de abordagem até a caixa R2 Eletrosul em Santana do Livramento.
RSL2000009;pend. implantação;07/12/2015;10/12/2015;0;;;"10/12 - Handover para operação.
07/12 - Aguardando Eletrosul realizar conexão da rede."
RSL2000009;pend. implantação;11/11/2015;16/11/2015;0;01972/2015/Dc/4600;12585;11/11 - Encaminhada OS e VTA para Engenharia.
RSL2000009;em ativação;10/12/2015;22/12/2015;0;01972/2015/Dc/4600;12585;"22/12 - Circuito ativado e atestado pelo cliente.

21/12 - Após tratativas entre as Engenharias da Telebras e da Eletrosul o circuito foi reconfigurado e foi ativado.

15/12 - Na data de ontem 14/12 foi realizada audioconferencia durante toda a manha entre CIGR, Eletrosul e o cliente Internexa, onde nao era possivel obter conectividades de Santana do Livramento (Cliente) e a propria Eletrosul. Escalonada a GOM para este caso, a Sra. Beth pediu apoio da engenharia. Durante a tarde do mesmo dia, houve reunião entre CIGR (Ivandro e Helio) e Engenharia (Gustavo Tibau), porem sem evoluções no entendimento do projeto em questão. o sr. Gustavo Tibau ficou de enviar o projeto para o sr. Henrique Falcao para revisão e/ou correção do mesmo / As engenharias da Eletrosul e Telebras devem alinhar o projeto para dar continuidade na execução.
10/12 - Configuração."
RSL2000009;ativado;22/12/2015;22/12/2015;200;01972/2015/DC/4600;12585;22/12 - Circuito ativado e atestado pelo cliente.
RSL2000009;desativado;30/05/2016;30/06/2016;0;0430/2016/DC/4600;18959;30/05/2016 - Desativação do circuito.
RSP2ES0008;pend. implantação;11/07/2016;15/07/2016;0;0580/DC/2016/4600;;11/07/2016 - Enviada OS para Engenharia
RSP2ES0008;ativado;15/07/2016;15/07/2016;100;0580/DC/2016/4600;;"08/07/2016 - Circuito ampliado
01/07/2016 - Circuito migrado para a Telebras"
RSP2ES0009;pend. implantação;11/07/2016;15/07/2016;0;0581/DC/2016/4600;;11/07/2016 - Enviada OS para Engenharia
RSP2ES0009;ativado;15/07/2016;15/07/2016;300;0581/DC/2016/4600;;"08/07/2016 - Circuito ampliado
01/07/2016 - Circuito migrado para a Telebras"
RSP2ES0010;pend. implantação;11/07/2016;15/07/2016;0;0582/DC/2016/4600;;11/07/2016 - Enviada OS para Engenharia
RSP2ES0010;ativado;15/07/2016;15/07/2016;200;0582/DC/2016/4600;;"08/07/2016 - Circuito ampliado
01/07/2016 - Circuito migrado para a Telebras"
RSP2ES0011;pend. implantação;11/07/2016;15/07/2016;0;0583/DC/2016/4600;;11/07/2016 - Enviada OS para Engenharia
RSP2ES0011;ativado;15/07/2016;15/07/2016;200;0583/DC/2016/4600;;"08/07/2016 - Circuito ampliado
01/07/2016 - Circuito migrado para a Telebras"
RSP2ES0012;pend. implantação;11/07/2016;15/07/2016;0;585/DC/2016/4600;;11/07/2016 - Enviada OS para Engenharia
RSP2ES0012;ativado;15/07/2016;15/07/2016;300;585/DC/2016/4600;;"08/07/2016 - Circuito ampliado
01/07/2016 - Circuito migrado para a Telebras"
RSP2ES0013;pend. implantação;11/07/2016;15/07/2016;0;0586/DC/2016/4600;;11/07/2016 - Enviada OS para Engenharia
RSP2ES0013;ativado;15/07/2016;15/07/2016;200;0586/DC/2016/4600;;"08/07/2016 - Circuito ampliado
01/07/2016 - Circuito migrado para a Telebras"
RSP2ES0014;pend. implantação;11/07/2016;15/07/2016;0;587/DC/2016/4600;;11/07/2016 - Enviada OS para Engenharia
RSP2ES0014;ativado;15/07/2016;15/07/2016;0;587/DC/2016/4600;300;"08/07/2016 - Circuito ampliado
01/07/2016 - Circuito migrado para a Telebras"
SPBL000008;pend. implantação;28/09/2012;28/09/2012;0;;;
SPBL000008;pend. comercial;28/09/2012;30/10/2014;0;;;
SPBL000008;cancelado;30/10/2014;30/12/2014;0;OS - 01477/2014/DC/4600;;OS - 01477/2014/DC/4600
PIBL000007;em teste;21/09/2016;00/00/0000;0;0603/2016/DC/4600;21271;21/09/2016 - Aberta RDMs para atividade de testes em campo em Sobral, Teresina  e Fortaleza, que serão submetidas ao CAB na reunião do dia 23/09/2016.
PIBL000007;pend. cliente;26/07/2016;09/08/2016;0;0603/2016/DC/4600;21271;"09/08/2016 - Handover para a operação.
02/08/2016 - Aguardando PROA do cliente deste 19/7.
26/07/2016 - Aguardando PROA do cliente deste 19/7."
PIBL000007;em ativação;09/08/2016;21/09/2016;0;0603/2016/DC/4600;21271;"21/09/2016 - Aberta RDMs para atividade de testes em campo em Sobral, Teresina  e Fortaleza, que serão submetidas ao CAB na reunião do dia 23/09/2016.
12/09/2016 -Aguardando a a troca da placa de regeneração do canal de 10Gb em Sobral, pois aceita somente automático e STM-64 quando conectado com um combiner, agendado para 15/09 - 16:00 hs.
02/09/2016 - Realizado os testes em campo em Fortaleza para validação do Canal 34. Em Tererina, será solicitado a troca da placa de Regeneração do canal de 10Gb em Sobral, pois aceita somente automático e STM-64 quando conectado com um combiner. Previsão 05/09/2016).
30/08/2016 - Em ativação, aguardando atividade de campo em Teresina.
24/08/2016 - Atividade de campo, para verificação da transmissão agendada para o dia 26/08/2016. 
18/08/2016 - Serão realizados acionamentos para Fortaleza e Sobral com o intuito de identificar a falha. Aguardando informações do Daniel sobre a disponibilidade do instrumental para realização do teste. Previsão para a chegada do instrumental até o dia 24/08/2016.
16/08/2016 - Em ativação, aguardando atividade de campo.
10/08 - Em Ativação - Aguardando o cliente alinhar as interfaces para concluir a ativação.
09/08/2016 - Em ativação."
PIBL000007;pend. implantação;18/07/2016;26/07/2016;0;0603/2016/DC/4600;21271;19/07/2016 - Enviada OS e VTA para Engenharia
PIBL000001;em ativação;27/07/2015;00/00/0000;0;01771/2015/DC/4600;9709;"27/07 - Solicitado a configuração do circuito 
27/07 - Realizado handover para ativação."
PIBL000001;trânsito;23/05/2016;01/06/2016;2500;0415/2016/DC/4600;18795;"23/05/2016 - Pedido de Trânsito de AS
ASN: 263997
IPV4: 143.0.52/22
IPV6: 2804:2918::/32"
PIBL000001;upgrade;30/09/2015;02/10/2015;2500;01916/2015/DC/4600;11673;
PIBL000001;trânsito;27/05/2016;08/06/2016;2500;0437/2016/4600;18934;"08/06/2016 - Transito liberado.
27/05/2016 - Transito de AS:
ASN: 264997
IPV4: 170.84.144/22
IPV6: 2804:3128::/32"
PIBL000001;trânsito;19/11/2015;09/12/2015;2500;01987/2015/DC/4600;12817;"09/12 - Transito liberado.
19/11 - AS a ser liberado: 263980/ 	
IPV4: 138.255.244/22 / IPV6:2804:28c8::/32									
"
PIBL000001;trânsito;21/06/2016;11/07/2016;2500;0551/2016/DC/4600;20040;"22/06/ 2016 - Pedido de Trânsito
ASN: 265044
IPV4: 170.150.244/22
IPV6 2804:31E8::/32"
PIBL000001;trânsito;21/06/2016;11/07/2016;2500;0552/2016/DC/4600;20042;"22/06/2016 - Pedido de Trânsito
ASN:265042
IPV4: 170.150.148/22
IPV6: 2804:31e0::/32"
PIBL000001;em ativação;20/07/2015;11/08/2015;0;01771/2015/DC/4600;9709;"11/08 - Cliente ativado
27/07 - Solicitado agendado da ativação do circuito com o cliente para 29/07 as 10h. Cliente recusou, informando que só quer ativar seu circuito na data prevista na OS, dia 08/08/2015.
Marcado agendamento de ativação do circuito em 10/08/2015, segunda, as 10h."
PIBL000001;ativado;11/08/2015;11/08/2015;2000;01771/2015/DC/4600;9709;11/08 - Cliente ativado
PIBL000001;trânsito;07/06/2016;14/06/2016;2500;0471/2016/DC/4600;19313;"07/06/2016 - Transito de AS:
ASN: 263980
IPV4: 168.227.16/22"
PIBL000001;trânsito;02/08/2016;15/08/2016;2500;0633/2016/DC/4600;22026;"05/08/2016 - Pedido de trânsito realizado
ASN: 265368
IPv4: 168.205.240/22"
PIBL000001;pend. implantação;08/07/2015;21/07/2015;0;01771/2015/DC/4600;9709;"14/07 - Agendado atividade para ampliar DW. 
08/07 - Encaminhado OS e VTA para a Engenharia"
PIBL000001;pend. cliente;21/07/2015;27/07/2015;0;01771/2015/DC/4600;9709;21/07 - Aguardando projeto de abordagem cliente.
PIL2000002;cancelado;29/05/2016;00/00/0000;0;01983/2015/DC/4600;;29/04/2016 - OS de cancelamento da ativação.
PIL2000002;pend. implantação;27/11/2015;20/01/2016;0;01983/2015/DC/4600;12958;"14/12 -  Devolvida OS para Comercial para revisão
07/12 - Aguardando liberação da TIM.
27/11 - Enviadas OS e VTA para Engenharia"
PIL2000002;pend. comercial;20/01/2016;29/05/2016;0;01983/2015/DC/4600;;"29/04/2016 - OS de cancelamento da ativação.
26/04/2016 - Aguardando revisão de OS e VTA.
02/02/2016 - Aguardando revisão de OS. Gentileza devolver OS para área comercial, conforme orientações a seguir:
1.       Ampliação da ETR de Brasileira"
MGBL000011;bloqueado;01/07/2015;01/07/2015;0;;9537;01/07 - Cliente bloqueado a pedido da área de arrecadação
MGBL000011;bloqueado;28/11/2014;01/12/2014;0;01404/2014/DC/4600;5081;
MGBL000011;desbloqueado;02/03/2015;02/03/2015;0;01561/2015/DC/4600;6781;
MGBL000011;upgrade;02/03/2015;02/03/2015;300;01564/2015/DC/4600;6785;
MGBL000011;em ativação;26/08/2013;02/09/2013;0;;;
MGBL000011;downgrade;10/09/2014;10/09/2014;200;01299/2014/DC/4600;;
MGBL000011;pend. implantação;18/02/2013;18/02/2013;0;;;
MGBL000011;ativado;15/02/2013;19/09/2013;60;00219/2013/DC/4600;;
MGBL000011;upgrade;18/10/2013;21/10/2013;100;00744/2013/DC/4600;;
MGBL000011;upgrade;21/05/2014;22/05/2014;300;01075/2014/DC/4600;;
MGBL000011;em ativação;18/02/2013;23/08/2013;0;;;
MGBL000011;downgrade;23/09/2014;24/09/2014;100;01325/2014/DC/4600;;
MGBL000011;upgrade;26/03/2015;26/03/2015;400;01611/2015/DC/4600;7359;
MGBL000011;pend. comercial;23/08/2013;26/08/2013;0;;;
MABL000002;upgrade;24/10/2012;01/02/2013;70;;;
MABL000002;downgrade;25/02/2013;01/03/2013;70;;;
MABL000002;upgrade;15/03/2013;03/04/2013;100;;;
MABL000002;em teste;29/08/2012;05/09/2012;0;;;
MABL000002;desativado;14/01/2016;14/01/2016;0;032/2016/DC/4600;14085;"01/02/2016 - Concluído o processo de desativação.
26/01/2016 - Desativação em andamento."
MABL000002;bloqueado;15/03/2013;15/03/2013;0;;;
MABL000002;desbloqueado;01/03/2013;15/03/2013;70;;;
MABL000002;upgrade;14/10/2015;15/10/2015;115;01931/2015/DC/4600;12054;
MABL000002;bloqueado;17/09/2015;18/09/2015;0;;11320;18/09 - Bloqueio a pedido da área de arrecadação.
MABL000002;desbloqueado;18/09/2015;18/09/2015;100;;11357;18/09 - Desbloqueio a pedido da área de arrecadação.
MABL000002;ativado;05/09/2012;24/10/2012;50;00212/2013/DC/4600/3500;;
MABL000002;upgrade;01/02/2013;25/02/2013;100;;;
MABL000002;em ativação;29/08/2012;29/08/2012;0;;;
MABL000042;pend. cliente;18/12/2015;00/00/0000;0;;;18/12 - Aguardando cliente apresentar projeto de abordagem.
MABL000042;trânsito;22/06/2016;01/07/2016;1000;0555/2016/DC/4600;20093;"22/06/2016 - Pedido de trânsito
ASN: 265047
IPV4: 170.150.144.0/22
IPV6: 2804:31F4::/32"
MABL000042;upgrade;23/03/2016;06/04/2016;1000;0214/2016/DC/4600;16087;"06/04/2016 - Banda ampliada PARA 1000 Mbps.
04/04/2016 - Agendado a ampliação com o cliente para o dia 05/04 as 7h.
28/03/2016 - Agendado fusões e jumpers no pop de Imperatriz para 01/04/2016. 
23/03/2016 - Ampliação de banda de 800 para 1000 Mbps.
23/03/2016 - Encaminhada a OS para Engenharia. Mudança de Ponto de Acesso - da ETR para o POP na Eletronorte, com acesso do cliente."
MABL000042;mudança de configuração;08/03/2016;06/04/2016;800;0170/2016/DC/4600;15603;"06/04/2016 - Cliente mudou de ponto de acesso da ETR para o POP.
16/03/2016 - Configuração executada de Full Routing para rota default.
09/03/2016 - Encaminhada a OS para Engenharia para atualização do projeto.
09/03/2016 - Mudança de configuração - Cliente mudará de  Full Routing nas duas VLANs para rota default."
MABL000042;pend. implantação;06/01/2016;13/01/2016;0;02044/2015/DC/4600;13538;06/01 - Encaminhadas OS e VTA retificadas. Cliente mudou o ponto de atendimento para a ETR de Imperatriz/Campus da UFMA. A ativação do circuito MABL000042 (800 Mbps) deve ocorrer concomitante com a desativação do circuito MABL000002 (500 Mbps).
MABL000042;em ativação;13/01/2016;15/01/2016;0;;;"20/01 - Em ativação
13/01 - Realizado handover para operação"
MABL000042;agendado;15/01/2016;18/01/2016;0;02044/2015/DC/4600;13538;"18/01 - Executado testes com o cliente OK. Cliente informou que irá migrar os circuitos IP e a previsão de finalizar é 25/01.
15/01 - Agendado ativação para 18/01"
MABL000042;pend. implantação;18/12/2015;18/12/2015;0;02044/2015/DC/4600;13538;18/12 - Encaminhada OS e VTA para Engenharia.
MABL000042;ativado;26/01/2016;26/01/2016;800;02044/2015/DC/4600;13538;26/01 - Cliente ativado.
