57;ALL3000001;2016-05-02;Aguardando OS definitiva para contratar fornecedor de EILD
58;ALL3000001;2016-04-26;Aguardando OS definitiva para contratar fornecedor de EILD
59;ALL3000001;2016-04-18;Aguardando OS definitiva para contratar fornecedor de EILD
60;ALL3000001;2016-04-11;Aguardando OS definitiva para contratar fornecedor de EILD
61;ALL3000001;2016-03-28;Aguardando OS definitiva para contratar fornecedor de EILD
62;ALL3000001;2016-03-21;Aguardando OS definitiva para contratar fornecedor de EILD
63;ALL3000001;2016-03-17;Aguardando OS definitiva para contratar fornecedor de EILD
64;ALL3000001;2016-03-14;Aguardando OS definitiva para contratar fornecedor de EILD
65;ALL3000001;2016-03-10;Aguardando OS definitiva para contratar fornecedor de EILD
66;ALL3000001;2016-03-01;Aguardando OS definitiva para contratar fornecedor de EILD
67;AML3000003;2016-05-31;Obra concluída, aguardando OS definitiva para instalação do CPE.
68;AML3000003;2016-05-23;Obra concluída, aguardando OS definitiva para instalação do CPE.
69;AML3000003;2016-05-11;Obra concluída, aguardando OS definitiva para instalação do CPE.
70;AML3000003;2016-05-02;Obra concluída, aguardando OS definitiva para instalação do CPE.
71;AML3000003;2016-04-26;Obra concluída, aguardando OS definitiva para instalação do CPE.
72;AML3000003;2016-04-18;Obra concluída, aguardando OS definitiva para instalação do CPE.
73;AML3000003;2016-04-11;Obra concluída, aguardando OS definitiva para instalação do CPE.
74;AML3000003;2016-03-28;Obra concluída, aguardando OS definitiva para instalação do CPE.
75;AML3000003;2016-03-21;Obra concluída, aguardando OS definitiva para instalação do CPE.
76;AML3000003;2016-03-17;Obra concluída, aguardando OS definitiva para instalação do CPE.
77;AML3000003;2016-03-14;Obra concluída, aguardando OS definitiva para instalação do CPE.
78;AML3000003;2016-03-10;Obra concluída, aguardando OS definitiva para instalação do CPE.
79;AML3000003;2016-03-01;Obra concluída, aguardando OS definitiva para instalação do CPE.
80;AML3000003;2015-01-25;Obra concluída, aguardando OS definitiva para instalação do CPE.
81;AML3000003;2015-01-21;Obra concluída, aguardando OS definitiva para instalação do CPE.
82;AML3000003;2015-12-14;Obra concluída, aguardando OS definitiva para instalação do CPE.
83;AML3000003;2015-12-07;Obra concluída, aguardando OS definitiva para instalação do CPE.
84;AML3000003;2015-11-23;Obra concluída, aguardando OS definitiva para instalação do CPE.
85;AML3000003;2015-11-16;Obra concluída, aguardando OS definitiva para instalação do CPE.
86;AML3000003;2015-11-09;Obra concluída, aguardando OS definitiva para instalação do CPE.
87;AML3000003;2015-11-03;Obra concluída, aguardando OS definitiva para instalação do CPE
88;CEL3000001;2016-05-31;Obra concluída, aguardando OS definitiva para instalação do CPE.
89;CEL3000001;2016-05-23;Obra concluída, aguardando OS definitiva para instalação do CPE.
90;CEL3000001;2016-05-11;Obra concluída, aguardando OS definitiva para instalação do CPE.
91;CEL3000001;2016-05-02;Obra concluída, aguardando OS definitiva para instalação do CPE.
92;CEL3000001;2016-04-26;Obra concluída, aguardando OS definitiva para instalação do CPE.
93;CEL3000001;2016-04-18;Obra concluída, aguardando OS definitiva para instalação do CPE.
94;CEL3000001;2016-04-11;Obra concluída, aguardando OS definitiva para instalação do CPE.
95;CEL3000001;2016-03-28;Obra concluída, aguardando OS definitiva para instalação do CPE.
96;CEL3000001;2016-03-21;Obra concluída, aguardando OS definitiva para instalação do CPE.
97;CEL3000001;2016-03-17;Obra concluída, aguardando OS definitiva para instalação do CPE.
98;CEL3000001;2016-03-14;Aguardando OS definitiva para contratar fornecedor de EILD
99;CEL3000001;2016-03-10;Aguardando OS definitiva para contratar fornecedor de EILD
100;CEL3000001;2016-03-01;Obra concluída, aguardando OS definitiva para instalação do CPE.
101;CEL3000001;2015-01-25;Obra concluída, aguardando OS definitiva para instalação do CPE.
102;CEL3000001;2015-01-20;Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD
103;CEL3000001;2015-12-14;Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
104;CEL3000001;2015-12-07;Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
105;CEL3000001;2015-11-30;Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
106;CEL3000001;2015-11-23;Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
107;CEL3000001;2015-11-16;Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD. 09/11
108;DFAC000044;2016-05-31;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
109;DFAC000044;2016-05-23;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
110;DFAC000044;2016-05-11;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
111;DFAC000044;2016-05-02;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
112;DFAC000044;2016-04-26;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
113;DFAC000044;2016-04-18;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
114;DFAC000044;2016-04-11;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
115;DFAC000044;2016-03-28;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
116;DFAC000044;2016-03-21;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
117;DFAC000044;2016-03-17;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
118;DFAC000044;2016-03-14;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
119;DFAC000044;2016-03-10;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
120;DFAC000044;2016-03-01;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
121;DFAC000044;2015-01-25;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
122;DFAC000044;2015-01-20;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
123;DFAC000044;2015-12-14;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
124;DFAC000044;2015-12-07;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
125;DFAC000044;2015-11-30;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
126;DFAC000044;2015-11-23;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
127;DFAC000044;2015-11-16;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
128;DFAC000044;2015-11-09;Canalização concluída, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
129;DFL3000019;2016-05-31;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
130;DFL3000019;2016-05-25;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
131;DFL3000019;2016-05-11;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
132;DFL3000019;2016-05-02;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
133;DFL3000019;2016-04-26;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
134;DFL3000019;2016-04-18;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
135;DFL3000019;2016-04-11;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
136;DFL3000019;2016-03-28;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
137;DFL3000019;2016-03-17;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
138;DFL3000019;2016-03-14;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
139;DFL3000019;2016-03-10;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
140;DFL3000019;2016-03-01;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
141;DFL3000019;2015-01-25;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
142;DFL3000019;2015-01-20;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
143;DFL3000019;2015-12-07;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
144;DFL3000019;2015-11-30;Lançamento de dutos concluído, cliente só autoriza conclusão após contrato assinado entre Telebras e Anatel.
145;GOL3000003;2016-05-31;Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
146;GOL3000003;2016-05-25;Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
147;GOL3000003;2016-05-11;Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
148;GOL3000003;2016-05-02;Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
149;GOL3000003;2016-04-26;Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
150;GOL3000003;2016-04-18;Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
151;GOL3000003;2016-04-11;Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
152;GOL3000003;2016-03-28;Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
153;GOL3000003;2016-03-21;Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
154;GOL3000003;2016-03-17;Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
155;GOL3000003;2016-03-14;Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
156;GOL3000003;2016-03-10;Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
157;GOL3000003;2016-03-01;Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
158;GOL3000003;2015-01-25;Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
159;GOL3000003;2015-01-20;Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
160;GOL3000003;2015-12-14;Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
161;GOL3000003;2015-12-07;Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
162;GOL3000003;2015-11-30;Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
163;GOL3000003;2015-11-23;Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
164;GOL3000003;2015-11-16;Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
165;GOL3000003;2015-11-09;Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
166;GOL3000003;2015-11-03;Aguardando OS definitiva para contratar EILD, 30 dias para ativação após contratar EILD.
167;MTL3000003;2016-05-31;Obra concluída, aguardando OS definitiva para fornecimento do CPE
168;MTL3000003;2016-05-25;Obra concluída, aguardando OS definitiva para fornecimento do CPE
169;MTL3000003;2016-05-11;Obra concluída, aguardando OS definitiva para fornecimento do CPE
170;MTL3000003;2016-05-02;Obra concluída, aguardando OS definitiva para fornecimento do CPE
171;MTL3000003;2016-04-26;Obra concluída, aguardando OS definitiva para fornecimento do CPE
172;MTL3000003;2016-04-18;Obra concluída, aguardando OS definitiva para fornecimento do CPE
173;MTL3000003;2016-04-11;Obra concluída, aguardando OS definitiva para fornecimento do CPE
174;MTL3000003;2016-03-28;Obra concluída, aguardando OS definitiva para fornecimento do CPE
175;MTL3000003;2016-03-21;Obra concluída, aguardando OS definitiva para fornecimento do CPE
176;MTL3000003;2016-03-17;Obra concluída, aguardando OS definitiva para fornecimento do CPE
177;MTL3000003;2016-02-02;Obra concluída, aguardando OS definitiva para fornecimento do CPE
178;PAL3000002;2016-05-31;Obra concluída
179;PAL3000002;2016-05-25;Obra concluída
180;PAL3000002;2016-05-11;Obra concluída
181;PAL3000002;2016-05-02;Obra concluída
182;PAL3000002;2016-04-26;Obra concluída
183;PAL3000002;2016-04-18;Obra concluída
184;PAL3000002;2016-04-11;Obra concluída
185;PAL3000002;2016-03-28;Obra concluída
186;PAL3000002;2016-03-21;Obra concluída
187;PAL3000002;2016-03-17;Obra concluída
188;PAL3000002;2016-03-14;Obra concluída
189;PAL3000002;2016-03-10;Obra concluída
190;PAL3000002;2016-03-01;Obra concluída
191;PAL3000002;2015-01-25;Obra concluída
192;PAL3000002;2015-01-20;Obra concluída
193;PAL3000002;2015-07-14;Obra concluída
194;PAL3000002;2015-12-07;Obra concluída
195;PAL3000002;2015-11-30;Obra concluída
196;PBL3000002;2016-05-31;Aguardando OS definitiva para contratação do fornecedor de EILD.
197;PBL3000002;2016-05-25;Aguardando OS definitiva para contratação do fornecedor de EILD.
198;PBL3000002;2016-05-11;Aguardando OS definitiva para contratação do fornecedor de EILD.
199;PBL3000002;2016-05-02;Aguardando OS definitiva para contratação do fornecedor de EILD.
200;PBL3000002;2016-04-26;Aguardando OS definitiva para contratação do fornecedor de EILD.
201;PBL3000002;2016-04-18;Aguardando OS definitiva para contratação do fornecedor de EILD.
202;PBL3000002;2016-04-11;Aguardando OS definitiva para contratação do fornecedor de EILD.
203;PBL3000002;2016-03-28;Aguardando OS definitiva para contratação do fornecedor de EILD.
204;PBL3000002;2016-03-21;Aguardando OS definitiva para contratação do fornecedor de EILD.
205;PBL3000002;2016-03-17;Aguardando OS definitiva para contratação do fornecedor de EILD.
206;PBL3000002;2016-03-14;Aguardando OS definitiva para contratação do fornecedor de EILD.
207;PBL3000002;2016-03-10;Aguardando OS definitiva para contratação do fornecedor de EILD.
208;PBL3000002;2016-03-01;Aguardando OS definitiva para contratação do fornecedor de EILD.
209;PBL3000002;2015-01-25;Aguardando OS definitiva para contratação do fornecedor de EILD.
210;PBL3000002;2015-01-20;Aguardando OS definitiva para contratação do fornecedor de EILD.
211;PBL3000002;2015-12-14;Aguardando OS definitiva para contratação do fornecedor de EILD.
212;PBL3000002;2015-12-07;Aguardando OS definitiva para contratação do fornecedor de EILD.
213;PBL3000002;2015-11-30;Aguardando OS definitiva para contratação do fornecedor de EILD.
214;PBL3000002;2015-11-23;Aguardando OS definitiva para contratação do fornecedor de EILD.
215;PBL3000002;2015-11-16;Aguardando OS definitiva para contratação do fornecedor de EILD.
216;PBL3000002;2015-11-09;Em negociação do valor/prazo de entrega, junto ao fornecedor de EILD (Oi).
217;PBL3000002;2015-11-03;Em negociação do valor/prazo de entrega, junto ao fornecedor de EILD (Oi).
218;PBL3000002;2015-10-26;Aguardando aprovação do comercial para contratação de EILD OI.
219;PBL3000002;2015-10-19;Recebido proposta do fornecedor de EILD (Oi) em aprovação do comercial.
220;PEL3000003;2016-05-31;Obra concluída, aguardando OS definitiva para instação de CPE
221;PEL3000003;2016-05-25;Obra concluída, aguardando OS definitiva para instação de CPE
222;PEL3000003;2016-05-11;Obra concluída, aguardando OS definitiva para instação de CPE
223;PEL3000003;2016-05-02;Obra concluída, aguardando OS definitiva para instação de CPE
224;PEL3000003;2016-04-26;Obra concluída, aguardando OS definitiva para instação de CPE
225;PEL3000003;2016-04-18;Obra concluída, aguardando OS definitiva para instação de CPE
226;PEL3000003;2016-04-11;Obra concluída, aguardando OS definitiva para instação de CPE
227;PEL3000003;2016-03-28;Obra concluída, aguardando OS definitiva para instação de CPE
228;PEL3000003;2016-03-21;Obra concluída, aguardando OS definitiva para instação de CPE
229;PEL3000003;2016-03-17;Obra concluída, aguardando OS definitiva para instação de CPE
230;PEL3000003;2016-03-14;Obra concluída, aguardando OS definitiva para instalação de CPE
231;PEL3000003;2016-03-10;Obra concluída, aguardando OS definitiva para instalação de CPE
232;PEL3000003;2016-03-01;Obra concluída, aguardando OS definitiva para instalação de CPE
233;PEL3000003;2015-01-25;Obra concluída, aguardando OS definitiva para instalação de CPE.
234;PEL3000003;2015-01-20;Obra concluída, aguardando OS definitiva para instalação de CPE
235;PEL3000003;2015-12-14;Obra concluída, aguardando OS definitiva para instalação de CPE
236;PEL3000003;2015-12-07;Obra concluída, aguardando OS definitiva para instalação de CPE
237;PEL3000003;2015-11-30;Obra concluída, aguardando OS definitiva para instalação de CPE
238;PEL3000003;2015-11-16;Obra concluída, aguardando OS definitiva para instalação de CPE.
239;PIL3000001;2016-05-30;Em fechamento do cronograma de obra (Péricles).
240;PIL3000001;2016-05-23;Em fechamento do cronograma de obra (Péricles).
241;PIL3000001;2016-05-16;Em fechamento do cronograma de obra (Péricles)
242;PIL3000001;2016-05-09;Aguardando licenciamento junto a prefeitura, obra será executada pela equipe de rede metropolitana (Péricles)
243;PIL3000001;2016-05-02;Aguardando licenciamento junto a prefeitura, obra será executada pela equipe de rede metropolitana (Péricles)
244;PIL3000001;2016-04-25;Aguardando licenciamento junto a prefeitura, obra será executada pela equipe de rede metropolitana (Péricles)
245;PIL3000001;2016-04-18;Aguardando licenciamento junto a prefeitura, obra será executada pela equipe de rede metropolitana (Péricles)
246;PIL3000001;2016-04-11;Aguardando licenciamento junto a prefeitura, obra será executada pela equipe de rede metropolitana (Péricles)
247;PIL3000001;2016-04-04;Aguardando licenciamento junto a prefeitura, obra será executada pela equipe de rede metropolitana (Péricles)
248;PIL3000001;2016-03-28;Aguardando licenciamento junto a prefeitura, obra será executada pela equipe de rede metropolitana (Péricles)
249;PIL3000001;2016-03-21;Aguardando licenciamento junto a prefeitura, obra será executada pela equipe de rede metropolitana (Péricles).
250;PIL3000001;2016-03-17;Aguardando licenciamento junto a prefeitura, obra será executada pela equipe de rede metropolitana (Péricles)
251;PIL3000001;2016-03-14;Aguardando licenciamento junto a prefeitura, obra será executada pela equipe de rede metropolitana (Péricles)
252;PIL3000001;2016-03-10;Aguardando licenciamento junto a prefeitura, obra será executada pela equipe de rede metropolitana (Péricles)
253;PIL3000001;2016-03-01;Aguardando licenciamento junto a prefeitura, obra será executada pela equipe de rede metropolitana (Péricles)
254;PIL3000001;2015-02-02;Aguardando licenciamento junto a prefeitura, obra será executada pela equipe de rede metropolitana (Péricles)
255;PIL3000001;2015-01-25;Aguardando licenciamento junto a prefeitura, obra será executada pela equipe de rede metropolitana (Péricles)
256;PIL3000001;2015-01-20;Aguardando licenciamento junto a prefeitura, obra será executada pela equipe de rede metropolitana (Péricles)
257;PIL3000001;2015-01-11;Aguardando licenciamento junto a prefeitura, obra será executada pela equipe de rede metropolitana (Péricles)
258;PIL3000001;2015-01-06;Aguardando licenciamento junto a prefeitura, obra será executada pela equipe de rede metropolitana (Péricles)
259;PIL3000001;2015-12-14;Aguardando licenciamento junto a prefeitura, obra será executada pela equipe de rede metropolitana (Péricles)
260;PIL3000001;2015-12-07;Aguardando licenciamento junto a prefeitura, obra será executada pela equipe de rede metropolitana (Péricles)
261;PIL3000001;2015-11-30;Aguardando licenciamento junto a prefeitura, obra será executada pela equipe de rede metropolitana.
262;PIL3000001;2015-11-23;Em licenciamento da obra.
263;PIL3000001;2015-11-16;Contrato em assinatura Telebras, em seguida será emitida a RC e PC.
264;PIL3000001;2015-11-09;Contrato em assinatura Telebras, em seguida será emitida a RC e PC.
265;PIL3000001;2015-11-03;Em fechamento de contrato com fornecedor (Metropolitana) licenciamento ok. Previsto que a gestão de contratos fecha o mesmo até início de novembro, conclusão da obra final de novembro.
266;PIL3000001;2015-10-26;Em fechamento de contrato com fornecedor (Metropolitana) protocolo de licenciamento até 23/10. Previsto que a gestão de contratos fecha o mesmo até início de novembro, conclusão da obra final de novembro.
267;PIL3000001;2015-10-19;Em fechamento de contrato com fornecedor (Metropolitana) protocolo de licenciamento até 23/10. Previsto que a gestão de contratos fecha o mesmo até início de novembro, conclusão da obra final de novembro.
268;PIL3000001;2015-10-13;Iniciado elaboração de contrato pela gestão de contratos, previsto conclusão da obra para fim de novembro.
269;PIL3000001;2015-10-05;Previsto início do contrato da rede metropolitana para 05/10, previsto 30 dias para emissão da OS de execução
270;PIL3000001;2015-09-28;Previsto início do contrato da rede metropolitana para 05/10, previsto 30 dias para emissão da OS de execução.
271;PIL3000001;2015-09-21;Aguardando entrega do projeto previsto para 25/09 após o orçamento será elaborado contrato de execução entre TB e Fornecedor (Rede Metropolitana) aproximadamente 30 dias para assinar o contrato em seguida 20 dias para execução.
272;PIL3000001;2015-09-14;Aguardando entrega do projeto previsto para 25/09 após o Orçamento será elaborado contrato de execução entre TB e Fornecedor (Rede Metropolitana) aproximadamente 45 dias para assinar o contrato em seguida 20 dias para execução.
273;PIL3000001;2015-09-01;Em emissão de OS de vistoria e projeto, cronograma até 08/09.
274;PIL3000001;2015-08-25;Em emissão de OS elaboração de cronograma de vistoria para elaboração de projeto.
275;PIL3000001;2015-08-19;Enviado OSO e VTA para Engenharia
276;RJL3000007;2016-05-30;Em exigência, Petcom entrando com solicitação de excepcionalidade.
277;RJL3000007;2016-05-23;Em exigência, Petcom entrando com solicitação de excepcionalidade.
278;RJL3000007;2016-05-16;Em exigência, Petcom entrando com solicitação de excepcionalidade.
279;RJL3000007;2016-05-09;Em exigência, Petcom entrando com solicitação de excepcionalidade.
280;RJL3000007;2016-05-02;Em exigência, Petcom entrando com solicitação de excepcionalidade.
281;RJL3000007;2016-04-25;Em exigência, Petcom entrando com solicitação de excepcionalidade.
282;RJL3000007;2016-04-18;Em exigência, Petcom entrando com solicitação de excepcionalidade.
283;RJL3000007;2016-04-11;Em exigência, Petcom entrando com solicitação de excepcionalidade.
284;RJL3000007;2016-04-04;Em exigência, aguardando entrar na pauta da próxima plenária.
285;RJL3000007;2016-03-28;Em exigência, aguardando entrar na pauta da próxima plenária.
286;RJL3000007;2016-03-21;Em exigência, previsto para plenária de 22/03.
287;RJL3000007;2016-03-14;Em exigência, previsto para plenária de 15/03.
288;RJL3000007;2016-03-10;Em exigência, previsto para plenária de 15/03.
289;RJL3000007;2016-03-01;Em exigência, previsto para plenária de 08/03.
290;RJL3000007;2015-02-02;Aguardando licenciamento junto a prefeitura do RJ. (Marlise)
291;RJL3000007;2015-01-25;Em mobilização para início de obra
292;RJL3000007;2015-01-20;Aguardando licenciamento junto a prefeitura do RJ. (Marlise)
293;RJL3000007;2015-01-11;Aguardando licenciamento junto a prefeitura do RJ. (Marlise)
294;RJL3000007;2015-01-06;Aguardando licenciamento junto a prefeitura do RJ.
295;RJL3000007;2015-12-14;Aguardando licenciamento junto a prefeitura do RJ.
296;RJL3000007;2015-12-07;Aguardando confirmação de protocolo junto a seconserva.
297;RJL3000007;2015-11-30;Protocolo junto a SECONSERVA RJ até 04/12.
298;RJL3000007;2015-11-23;Projeto em análise da equipe do escritório regional do RJ, em seguida será protocolado junto a prefeitura do RJ.
299;RJL3000007;2015-11-16;Projeto será enviado para assinatura Telebras (escritório RJ) em 18/11, em seguida será protocolado junto a prefeitura do RJ.
